customer_id,home_store,customer_phone_number,customer_since,loyalty_card_number,birthdate,gender,birth_year
5265,5,6280-0233-8784,2/15/2018,232-327-9610,8/30/1990,L,1990
5266,5,6289-0594-5914,4/26/2018,182-937-0529,10/30/1979,L,1979
5267,5,6285-0785-8687,4/26/2018,517-061-8762,6/2/1992,L,1992
5268,5,6282-0494-8350,1/25/2019,859-783-2584,9/25/1996,P,1996
5269,5,6283-0481-8227,3/18/2018,476-330-1786,6/14/1991,L,1991
5270,5,6284-0475-0459,4/28/2018,154-001-9588,6/24/1992,L,1992
5271,5,6283-0512-8069,12/30/2017,320-664-2499,8/19/1972,P,1972
5272,5,6280-0323-1016,7/9/2017,200-223-9574,1/9/1985,L,1985
5273,5,6281-0698-1493,2/19/2017,002-041-5490,3/19/1953,P,1953
5274,5,6285-0026-3152,1/15/2018,416-019-0682,8/10/1973,L,1973
5275,5,6280-0154-7744,9/16/2018,484-025-4659,8/26/1988,P,1988
5276,5,6289-0005-9145,1/5/2019,044-212-0921,6/25/1995,L,1995
5277,5,6287-0755-7081,12/17/2018,544-543-6892,6/3/1998,L,1998
5278,5,6282-0311-0879,3/14/2018,951-084-8682,3/3/1977,P,1977
5279,5,6285-0787-6689,2/4/2017,064-915-7088,1/31/1981,P,1981
5280,5,6289-0038-4206,5/6/2018,110-982-8209,6/6/1980,P,1980
5281,5,6280-0201-5142,12/11/2017,254-425-5537,12/18/1988,P,1988
5282,5,6287-0817-8692,9/26/2017,576-293-5921,9/30/1966,L,1966
5283,5,6288-0598-4987,10/13/2017,860-520-5537,10/27/1967,L,1967
5284,5,6283-0578-3648,10/29/2017,337-225-6048,10/21/1968,P,1968
5285,5,6283-0506-5067,1/11/2018,996-577-3859,5/5/1973,P,1973
5286,5,6281-0879-0509,12/29/2018,935-535-6082,1/19/1995,L,1995
5287,5,6284-0815-6967,5/7/2018,732-927-7206,9/21/1992,P,1992
5288,5,6283-0442-1355,5/13/2018,099-398-2956,11/24/1980,L,1980
5289,5,6282-0766-6468,12/25/2017,642-010-6737,4/27/1972,L,1972
5290,5,6280-0717-6063,3/16/2017,254-001-5440,2/12/1982,P,1982
5291,5,6289-0357-1127,1/29/2017,931-391-4698,12/9/1951,P,1951
5292,5,6281-0078-5204,4/29/2017,346-460-7226,6/19/1957,P,1957
5293,5,6285-0069-3881,9/30/2017,089-233-2747,12/17/1966,L,1966
5294,5,6289-0330-0147,3/30/2017,261-203-0848,8/16/1955,P,1955
5295,5,6282-0449-1949,9/2/2017,529-966-5403,6/3/1986,P,1986
5296,5,6288-0594-3743,7/15/2017,693-736-9309,3/30/1962,L,1962
5297,5,6283-0403-5000,11/12/2017,064-116-7578,8/28/1969,P,1969
5298,5,6280-0520-4675,10/27/2017,753-120-3347,9/4/1968,L,1968
5299,5,6288-0554-0062,5/20/2018,226-911-6174,4/13/1981,P,1981
5300,5,6281-0093-7363,1/16/2017,960-011-9461,8/7/1980,P,1980
5301,5,6288-0735-4173,8/29/2018,005-168-2905,7/19/1987,L,1987
5302,5,6288-0294-6818,1/19/2017,465-652-0937,4/23/1951,L,1951
5303,5,6289-0450-4707,4/27/2018,606-239-7351,11/12/1979,P,1979
5304,5,6283-0645-8348,9/13/2017,353-799-5946,12/21/1965,P,1965
5305,5,6288-0700-2169,2/10/2017,070-233-0225,8/24/1952,P,1952
5306,5,6286-0027-7222,6/27/2017,531-931-9507,9/21/1984,P,1984
5307,5,6280-0350-1483,2/12/2017,025-781-5658,10/22/1952,L,1952
5308,5,6282-0299-1749,4/9/2017,120-529-9185,3/28/1956,L,1956
5309,5,6281-0297-5846,6/16/2017,657-751-9324,6/11/1960,P,1960
5310,5,6283-0159-5659,5/24/2018,316-013-9732,7/17/1981,L,1981
5311,5,6287-0313-9356,4/11/2018,860-325-3375,1/21/1992,P,1992
5312,5,6285-0335-5190,5/1/2018,113-289-9591,2/24/1980,P,1980
5313,5,6285-0774-6854,7/8/2017,874-823-7184,10/25/1961,L,1961
5314,5,6287-0375-4260,11/29/2017,438-601-4225,8/30/1988,P,1988
5315,5,6282-0232-6032,6/13/2017,344-283-6053,5/11/1984,P,1984
5316,5,6282-0631-7878,4/10/2017,064-678-7794,5/1/1956,P,1956
5317,5,6286-0790-9099,1/13/2017,759-809-5785,7/16/1980,P,1980
5318,5,6289-0836-9597,1/27/2018,987-998-0467,3/6/1990,P,1990
5319,5,6282-0239-2068,12/8/2018,873-918-1365,3/6/1998,P,1998
5320,5,6282-0232-5498,4/1/2019,410-133-3132,2/1/2001,P,2001
5321,5,6281-0320-6068,12/22/2018,459-781-8093,8/10/1994,P,1994
5322,5,6280-0709-0205,4/23/2017,981-321-7303,2/5/1957,L,1957
5323,5,6282-0596-9268,3/7/2018,141-084-6498,9/29/1976,P,1976
5324,5,6285-0850-2616,5/10/2018,057-816-8511,9/7/1980,L,1980
5325,5,6280-0732-2232,7/18/2018,039-136-9553,7/17/1994,P,1994
5326,5,6283-0804-0020,9/28/2017,274-565-2299,2/1/1987,P,1987
5327,5,6288-0699-5538,1/23/2019,019-961-8396,8/4/1996,P,1996
5328,5,6283-0033-1282,2/11/2018,966-489-3284,7/17/1990,P,1990
5329,5,6285-0014-6147,9/5/2017,457-540-8309,6/17/1965,L,1965
5330,5,6285-0060-8989,5/3/2017,548-136-1769,9/28/1957,L,1957
5331,5,6280-0334-4323,3/16/2018,552-890-1935,4/24/1977,P,1977
5332,5,6282-0700-9625,4/21/2018,094-040-0151,4/19/1992,P,1992
5333,5,6282-0423-6631,11/12/2018,857-004-1975,7/6/1997,P,1997
5334,5,6288-0433-4928,12/25/2018,686-016-0404,11/2/1994,L,1994
5335,5,6288-0873-1207,1/4/2018,189-863-9994,7/28/1989,P,1989
5336,5,6288-0151-1680,9/15/2018,367-050-1539,8/14/1988,L,1988
5337,5,6287-0680-1671,7/6/2018,743-523-9186,3/28/1994,P,1994
5338,5,6280-0421-9601,8/3/2017,824-985-1246,6/3/1963,P,1963
5339,5,6288-0584-4941,9/18/2017,299-701-2190,11/5/1986,P,1986
5340,5,6288-0521-9072,5/27/2018,752-271-5902,3/17/1993,P,1993
5341,5,6287-0484-8522,12/3/2018,780-739-3789,1/21/1998,P,1998
5342,5,6283-0021-8775,6/21/2018,530-371-1131,4/8/1983,P,1983
5343,5,6287-0408-0439,1/19/2019,325-179-5859,5/3/1996,L,1996
5344,5,6287-0636-7971,4/3/2017,373-389-1076,11/28/1955,P,1955
5345,5,6280-0358-6131,2/24/2018,713-442-9640,1/14/1976,P,1976
5346,5,6282-0495-2228,9/27/2018,067-632-9413,5/11/1996,P,1996
5347,5,6287-0180-8377,12/12/2017,477-187-2394,7/2/1971,P,1971
5348,5,6286-0427-2501,3/19/2018,199-898-1525,6/20/1977,L,1977
5349,5,6283-0464-8272,8/1/2017,418-483-0923,4/26/1963,L,1963
5350,5,6282-0621-5329,6/17/2017,864-017-8732,6/24/1984,P,1984
5351,5,6282-0511-5186,9/28/2018,561-086-4984,5/12/1989,P,1989
5352,5,6280-0753-2511,1/29/2019,552-562-8677,7/6/1999,P,1999
5353,5,6282-0602-7672,7/18/2017,890-766-4385,4/8/1985,P,1985
5354,5,6280-0610-9713,11/3/2018,237-996-2902,8/19/1991,P,1991
5355,5,6285-0454-0161,11/21/2018,439-322-6319,9/10/1992,L,1992
5356,5,6281-0145-9609,10/31/2017,688-730-1224,12/8/1987,P,1987
5357,5,6283-0397-2613,12/18/2017,236-355-7704,2/23/1989,P,1989
5358,5,6282-0787-2516,9/25/2017,209-341-1647,9/6/1966,P,1966
5359,5,6284-0645-1586,11/17/2017,786-552-7269,5/11/1988,P,1988
5360,5,6289-0801-2157,12/26/2017,738-611-7657,5/8/1972,P,1972
5361,5,6289-0654-6566,1/12/2017,870-005-5072,11/17/1950,L,1950
5362,5,6285-0587-4666,3/6/2019,962-529-6497,6/3/2000,P,2000
5363,5,6286-0271-3287,12/18/2017,789-046-7558,11/23/1971,L,1971
5364,5,6282-0087-6886,3/25/2017,920-036-2882,5/5/1955,P,1955
5365,5,6281-0075-5709,4/15/2018,730-929-0278,2/26/1979,P,1979
5366,5,6280-0622-9268,1/8/2019,092-120-8580,12/19/1998,P,1998
5367,5,6280-0436-4023,12/6/2018,750-405-5100,2/12/1998,P,1998
5368,5,6281-0600-4373,3/8/2018,853-563-7893,10/28/1976,L,1976
5369,5,6283-0588-5586,10/27/2018,518-376-8581,3/11/1991,L,1991
5370,5,6283-0746-1010,12/1/2017,122-968-5899,9/21/1988,P,1988
5371,5,6282-0093-5199,12/20/2017,633-239-1608,3/17/1989,P,1989
5372,5,6281-0580-4325,2/6/2019,125-660-1353,9/11/1999,P,1999
5373,5,6284-0401-3399,5/17/2017,561-734-8636,8/7/1958,L,1958
5374,5,6286-0635-5373,4/13/2017,300-315-1026,6/22/1956,P,1956
5375,5,6280-0456-5751,12/3/2017,901-324-2515,12/7/1970,P,1970
5376,5,6286-0633-4862,7/12/2017,480-567-7288,1/11/1962,L,1962
5377,5,6287-0302-0098,2/12/2017,517-794-1522,10/15/1952,P,1952
5378,5,6289-0301-3552,8/13/2018,579-792-3443,3/18/1995,P,1995
5379,5,6285-0714-3100,2/21/2017,448-426-3315,5/10/1953,P,1953
5380,5,6282-0836-8238,8/29/2017,517-444-0395,1/12/1965,L,1965
5381,5,6285-0441-2165,2/1/2018,993-251-5032,8/14/1974,P,1974
5382,5,6283-0702-3198,2/6/2018,384-769-1872,6/3/1990,P,1990
5383,5,6283-0010-9295,7/11/2018,089-172-5548,5/12/1994,P,1994
5384,5,6287-0247-7944,11/6/2018,116-959-5306,10/9/1991,P,1991
5385,5,6289-0865-1928,6/24/2018,983-365-6886,6/22/1983,L,1983
5386,5,6284-0333-7083,12/1/2018,627-582-4732,5/3/1993,L,1993
5387,5,6285-0636-3007,6/23/2018,515-040-6905,5/30/1983,P,1983
5388,5,6283-0609-8829,8/4/2018,295-133-2848,12/19/1994,P,1994
5389,5,6280-0769-6777,7/20/2017,215-334-0807,7/27/1962,P,1962
5390,5,6283-0170-0869,8/10/2018,056-731-7100,5/21/1986,P,1986
5391,5,6282-0645-8741,10/2/2017,037-358-0866,2/8/1967,P,1967
5392,5,6287-0611-7305,10/10/2018,912-745-3509,2/13/1990,L,1990
5393,5,6285-0347-0110,8/17/2017,953-785-4722,4/9/1964,P,1964
5394,5,6288-0861-2845,8/11/2018,154-461-6358,2/24/1995,P,1995
5395,5,6280-0793-1351,2/3/2018,123-170-9877,10/5/1974,P,1974
5396,5,6285-0703-5980,12/24/2017,272-239-5149,3/17/1972,P,1972
5397,5,6280-0517-3442,9/25/2017,267-101-3618,1/10/1987,P,1987
5398,5,6289-0011-7955,7/25/2018,516-982-7975,5/23/1985,P,1985
5399,5,6288-0275-4257,7/26/2017,143-081-8750,11/20/1962,L,1962
5400,5,6284-0842-5983,2/26/2019,324-947-5337,9/12/1998,L,1998
5401,5,6285-0210-7628,9/6/2018,586-481-2793,10/25/1995,P,1995
5402,5,6287-0079-4822,1/19/2018,686-992-4150,10/28/1973,L,1973
5403,5,6287-0434-4682,1/6/2017,021-478-1160,5/11/1980,P,1980
5404,5,6286-0277-3727,3/18/2017,429-187-6111,11/30/1954,P,1954
5405,5,6283-0266-9613,10/27/2017,286-367-4187,8/31/1968,P,1968
5406,5,6285-0160-8528,12/27/2018,144-282-2407,8/31/1998,P,1998
5407,5,6281-0655-3472,6/16/2018,243-042-0850,12/25/1982,P,1982
5408,5,6282-0076-8098,7/16/2017,043-623-5166,3/17/1985,P,1985
5409,5,6281-0376-7490,9/11/2017,468-699-7745,10/30/1965,P,1965
5410,5,6280-0468-5813,6/20/2017,840-940-9492,9/22/1960,P,1960
5411,5,6281-0403-7382,4/5/2019,276-505-4679,1/20/2001,L,2001
5412,5,6289-0119-6113,6/7/2018,167-374-3408,6/1/1982,P,1982
5413,5,6283-0395-4996,7/15/2018,873-145-4601,10/4/1984,L,1984
5414,5,6284-0841-4409,6/9/2018,731-604-3630,7/23/1982,P,1982
5415,5,6280-0079-7895,2/1/2019,511-615-1983,3/12/1997,L,1997
5416,5,6287-0174-1056,11/8/2018,922-931-6420,11/30/1991,P,1991
5417,5,6285-0669-3514,5/13/2018,818-976-4720,11/9/1980,P,1980
5418,5,6281-0249-2659,3/29/2018,225-708-1961,2/10/1978,L,1978
5419,5,6280-0560-9494,5/10/2018,997-180-7732,9/18/1980,P,1980
5420,5,6286-0867-7000,2/27/2018,384-333-5379,12/19/1990,P,1990
5421,5,6288-0417-9560,4/30/2018,364-533-3393,7/17/1992,P,1992
5422,5,6286-0823-7230,2/26/2018,948-218-0897,3/6/1976,P,1976
5423,5,6284-0288-3171,1/4/2018,056-827-0237,12/1/1972,P,1972
5424,5,6282-0679-2117,8/5/2017,798-968-0145,7/25/1963,P,1963
5425,5,6283-0702-8234,9/9/2018,101-451-3071,3/10/1988,L,1988
5426,5,6283-0581-7621,3/30/2019,667-864-8623,9/13/2000,P,2000
5427,5,6289-0095-6496,11/21/2017,958-104-2136,3/23/1970,P,1970
5428,5,6280-0496-4033,1/8/2019,815-140-7886,9/11/1995,L,1995
5429,5,6289-0864-0512,9/16/2017,397-968-9319,2/11/1966,P,1966
5430,5,6282-0091-9952,1/18/2018,277-286-6768,12/8/1989,P,1989
5431,5,6281-0141-6010,3/23/2018,178-935-0829,7/28/1991,P,1991
5432,5,6282-0611-0117,3/28/2017,544-326-9822,6/2/1982,P,1982
5433,5,6281-0258-3553,9/16/2017,664-545-7103,10/13/1986,P,1986
5434,5,6282-0231-6891,1/20/2019,685-266-4060,4/9/1999,P,1999
5435,5,6280-0680-5844,1/9/2018,487-027-6196,3/15/1973,P,1973
5436,5,6287-0545-7720,11/19/2017,718-324-5331,6/2/1988,P,1988
5437,5,6285-0785-8165,4/6/2019,413-974-4744,3/17/2001,P,2001
5438,5,6287-0088-5376,12/8/2018,317-489-7639,10/3/1993,P,1993
5439,5,6284-0887-5724,5/15/2017,636-328-1654,6/17/1958,P,1958
5440,5,6289-0624-5493,2/19/2017,605-776-1391,3/28/1953,L,1953
5441,5,6281-0864-8751,7/23/2018,504-533-2969,4/2/1985,P,1985
5442,5,6286-0648-7840,8/1/2018,047-455-0246,11/27/1994,P,1994
5443,5,6281-0477-5841,9/20/2017,196-487-1774,5/25/1966,P,1966
5444,5,6281-0580-2001,7/6/2017,249-704-8148,12/18/1984,P,1984
5445,5,6280-0491-3984,2/1/2019,021-301-9427,7/29/1999,P,1999
5446,5,6288-0342-4787,3/7/2017,482-585-2474,11/15/1981,P,1981
5447,5,6283-0757-1753,7/4/2018,387-007-2558,3/6/1994,P,1994
5448,5,6286-0361-5333,9/11/2018,635-551-8798,12/8/1995,P,1995
5449,5,6289-0021-8311,1/2/2019,894-331-4804,4/26/1995,P,1995
5450,5,6282-0336-0241,7/5/2018,818-993-0376,2/12/1984,L,1984
5451,5,6286-0204-8894,12/28/2018,267-564-7453,1/12/1995,P,1995
5452,5,6287-0670-6698,10/13/2017,819-323-9968,10/25/1967,P,1967
5453,5,6288-0586-7669,8/26/2017,933-741-8192,10/25/1964,L,1964
5454,5,6289-0595-1355,2/22/2019,061-190-8354,2/13/2000,P,2000
5455,5,6280-0019-6823,7/21/2018,233-887-7930,2/9/1985,P,1985
5456,5,6287-0717-3923,10/14/2017,315-400-7020,7/6/1987,P,1987
5457,5,6280-0110-7442,10/6/2017,358-502-5720,5/23/1967,L,1967
5458,5,6283-0044-6530,5/31/2017,939-182-6420,6/14/1959,P,1959
5459,5,6284-0885-0076,7/23/2017,666-129-8565,9/17/1962,P,1962
5460,5,6285-0630-8634,11/10/2018,211-831-7035,1/19/1992,L,1992
5461,5,6286-0591-7306,5/24/2017,159-353-9518,1/11/1959,L,1959
5462,5,6280-0331-3886,3/5/2019,146-171-8216,2/22/1999,P,1999
5463,5,6280-0342-3332,4/24/2018,709-655-2644,9/21/1979,P,1979
5464,5,6286-0425-8766,6/12/2018,422-925-9381,8/19/1993,P,1993
5465,5,6286-0188-0531,12/12/2018,473-992-9359,1/15/1994,P,1994
5466,5,6282-0834-5702,6/18/2018,084-506-5275,2/15/1983,P,1983
5467,5,6285-0665-3299,7/1/2017,307-451-3515,5/21/1961,L,1961
5468,5,6288-0627-2104,3/26/2019,643-454-5914,6/2/2000,P,2000
5469,5,6282-0300-8344,3/16/2017,481-496-9585,10/9/1954,P,1954
5470,5,6288-0459-9555,10/25/2017,280-989-7369,7/10/1968,P,1968
5471,5,6280-0850-4264,8/25/2017,130-507-0108,3/28/1986,P,1986
5472,5,6285-0799-8046,2/11/2017,073-712-2077,4/8/1981,P,1981
5473,5,6287-0526-0339,5/29/2017,639-152-5164,4/23/1959,P,1959
5474,5,6282-0102-1569,10/7/2018,838-513-9621,8/8/1996,P,1996
5475,5,6284-0108-6711,5/12/2018,545-233-0144,11/4/1992,P,1992
5476,5,6286-0261-2405,10/6/2017,755-139-1279,5/23/1967,P,1967
5477,5,6284-0767-6757,12/17/2018,014-996-8440,4/28/1994,P,1994
5478,5,6286-0469-8349,9/2/2018,395-875-2643,10/5/1987,L,1987
5479,5,6283-0433-9046,2/6/2017,324-567-7492,2/23/1981,P,1981
5480,5,6285-0577-3050,4/24/2017,992-018-1375,3/8/1957,P,1957
5481,5,6285-0325-2834,8/18/2018,908-601-8617,5/1/1995,P,1995
5482,5,6286-0151-2998,10/18/2018,460-939-3610,8/21/1990,P,1990
5483,5,6289-0116-2125,1/1/2018,877-410-1368,7/6/1989,P,1989
5484,5,6284-0385-5887,4/16/2017,776-003-9601,11/27/1982,P,1982
5485,5,6288-0715-4055,11/12/2018,981-296-8007,3/13/1992,P,1992
5486,5,6280-0860-2667,3/13/2019,088-253-9033,8/8/2000,P,2000
5487,5,6283-0364-7086,3/21/2018,193-446-2085,7/6/1991,P,1991
5488,5,6283-0104-6517,5/29/2018,890-082-6161,4/8/1993,P,1993
5489,5,6281-0035-5140,8/8/2017,366-830-7554,9/30/1963,L,1963
5490,5,6285-0208-7919,2/8/2019,705-146-7506,8/16/1997,L,1997
5491,5,6284-0623-3451,1/29/2019,293-384-7509,12/24/1996,L,1996
5492,5,6281-0588-3011,9/11/2018,323-489-1064,5/15/1988,P,1988
5493,5,6284-0148-4863,10/20/2017,617-082-5050,3/28/1968,P,1968
5494,5,6289-0495-8560,11/29/2018,684-194-0741,3/10/1993,P,1993
5495,5,6284-0285-0279,8/12/2018,991-517-1344,6/22/1986,L,1986
5496,5,6287-0787-4798,8/29/2018,857-304-8004,7/9/1987,P,1987
5497,5,6284-0752-5172,10/6/2018,335-836-3648,11/27/1989,L,1989
5498,5,6280-0412-0180,1/18/2017,150-700-9475,3/25/1951,P,1951
5499,5,6288-0155-1103,9/21/2018,587-128-3073,12/8/1988,P,1988
5500,5,6286-0050-6847,1/4/2017,648-929-3746,5/18/1950,P,1950
5501,5,6285-0399-7442,7/7/2018,936-958-1141,4/4/1984,P,1984
5502,5,6281-0224-3194,2/19/2018,715-287-7798,10/3/1975,L,1975
5503,5,6281-0132-5788,10/24/2017,245-545-1568,10/3/1987,P,1987
5504,5,6289-0884-0345,4/26/2017,189-535-4267,4/24/1957,L,1957
5505,5,6285-0224-0405,1/16/2019,677-330-7796,3/2/1996,P,1996
5506,5,6280-0487-0652,10/23/2018,591-503-7739,12/3/1990,P,1990
5507,5,6280-0854-3419,12/5/2017,870-238-0954,1/28/1971,P,1971
5508,5,6288-0130-8252,3/28/2018,726-269-5074,1/8/1978,P,1978
5509,5,6281-0073-7287,11/5/2018,000-764-9966,5/1/1997,P,1997
5510,5,6283-0203-7734,3/21/2017,778-048-3644,1/21/1955,P,1955
5511,5,6286-0052-8161,2/26/2018,456-769-2802,3/7/1976,L,1976
5512,5,6280-0257-3888,4/11/2018,675-462-1824,11/15/1978,P,1978
5513,5,6285-0459-2790,12/29/2018,761-151-0466,9/22/1998,P,1998
5514,5,6286-0364-1141,8/5/2017,289-279-1430,7/13/1963,L,1963
5515,5,6283-0796-7593,7/11/2017,804-199-4493,2/1/1985,P,1985
5516,5,6283-0622-8827,6/20/2017,014-970-0336,7/16/1984,P,1984
5517,5,6284-0715-3541,7/23/2018,194-000-6143,8/30/1994,P,1994
5518,5,6282-0848-1943,2/5/2017,069-289-4592,5/12/1952,P,1952
5519,5,6280-0878-0871,3/16/2018,682-349-9140,5/23/1991,P,1991
5520,5,6284-0695-1065,2/22/2019,654-700-3104,6/8/1998,P,1998
5521,5,6285-0777-1041,9/8/2018,564-708-2685,11/16/1995,P,1995
5522,5,6282-0293-2571,2/22/2019,732-553-3641,6/25/1998,L,1998
5523,5,6289-0717-5530,1/22/2019,974-727-4054,5/1/1999,P,1999
5524,5,6282-0007-5775,5/26/2018,703-711-4985,9/15/1981,P,1981
5525,5,6289-0347-8918,1/20/2019,775-655-8553,6/13/1996,P,1996
5526,5,6281-0781-8446,12/15/2018,771-801-9797,3/12/1994,L,1994
5527,5,6280-0663-1219,6/3/2017,641-337-7899,2/12/1984,P,1984
5528,5,6282-0324-5134,2/20/2019,941-593-9821,1/22/2000,P,2000
5529,5,6285-0259-2013,12/7/2017,476-052-3571,3/21/1971,P,1971
5530,5,6286-0590-4425,3/22/2017,178-549-5253,3/3/1955,L,1955
5531,5,6289-0825-6121,2/23/2017,294-748-8799,6/14/1953,L,1953
5532,5,6285-0373-0571,1/22/2018,264-008-5987,1/14/1974,L,1974
5533,5,6282-0784-1666,12/23/2017,678-403-7742,4/8/1989,P,1989
5534,5,6289-0807-5431,5/8/2017,067-886-4090,6/14/1983,P,1983
5535,5,6284-0605-0137,1/24/2017,337-709-3731,8/27/1951,P,1951
5536,5,6282-0178-6258,2/26/2017,138-740-0410,9/1/1953,L,1953
5537,5,6289-0752-0407,1/11/2017,290-287-3926,10/21/1950,P,1950
5538,5,6288-0011-5892,11/3/2018,752-665-5203,8/15/1991,L,1991
5539,5,6288-0708-6178,9/11/2017,520-885-8332,8/30/1986,P,1986
5540,5,6287-0250-2856,4/19/2018,791-828-9482,5/26/1979,L,1979
5541,5,6283-0692-1201,3/30/2018,974-919-0995,3/1/1978,P,1978
5542,5,6288-0850-8697,10/12/2017,559-891-0804,6/14/1987,P,1987
5543,5,6289-0677-2354,11/10/2017,396-201-1407,3/6/1988,P,1988
5544,5,6288-0052-0896,5/31/2018,309-893-6842,12/21/1981,L,1981
5545,5,6282-0362-1764,3/27/2017,833-648-5605,6/25/1955,P,1955
5546,5,6282-0510-0928,1/6/2019,959-900-7597,11/27/1998,P,1998
5547,5,6289-0472-8651,6/17/2017,570-846-1685,7/12/1960,L,1960
5548,5,6282-0373-6353,5/31/2018,323-632-3034,12/28/1981,P,1981
5549,5,6285-0334-4882,11/3/2017,176-584-1405,2/2/1969,P,1969
5550,5,6286-0520-4541,3/14/2018,393-162-1431,5/1/1991,P,1991
5551,5,6286-0042-4107,2/28/2018,083-680-1202,4/27/1976,P,1976
5552,5,6280-0250-4277,8/22/2018,583-439-3989,2/12/1987,L,1987
5553,5,6281-0807-1952,10/16/2018,859-352-0913,6/30/1990,P,1990
5554,5,6281-0845-6798,4/4/2018,454-252-3378,6/12/1978,P,1978
5555,5,6289-0146-2050,3/19/2019,070-307-9056,12/26/1999,L,1999
5556,5,6285-0752-2447,6/3/2018,681-249-9162,3/9/1982,L,1982
5557,5,6280-0772-4099,6/22/2018,533-475-7635,11/16/1993,P,1993
5558,5,6288-0129-4928,3/9/2017,237-101-8524,4/24/1954,L,1954
5559,5,6286-0490-8440,10/7/2017,283-355-9946,5/1/1987,P,1987
5560,5,6285-0498-1047,5/10/2018,244-161-4982,10/13/1992,P,1992
5561,5,6285-0586-8969,7/30/2017,325-229-9562,2/19/1963,P,1963
5562,5,6283-0056-0941,8/16/2018,013-129-8672,4/9/1995,P,1995
5563,5,6288-0115-9119,1/1/2019,477-300-0590,10/14/1998,P,1998
5564,5,6281-0120-5966,3/9/2018,305-649-7951,3/18/1991,P,1991
5565,5,6285-0610-7282,11/28/2018,842-597-8875,12/8/1997,P,1997
5566,5,6287-0617-1880,11/17/2017,598-415-4758,12/10/1969,P,1969
5567,5,6282-0099-5764,7/1/2018,554-715-5852,11/26/1983,L,1983
5568,5,6286-0706-6316,2/18/2017,457-779-5383,6/13/1981,P,1981
5569,5,6289-0379-3480,1/5/2017,970-909-8375,6/14/1950,L,1950
5570,5,6288-0855-6999,4/9/2018,404-854-0156,12/30/1991,P,1991
5571,5,6287-0259-6302,7/25/2017,700-546-4513,11/8/1962,P,1962
5572,5,6286-0219-0615,4/6/2017,892-477-6195,1/18/1956,P,1956
5573,5,6281-0418-2493,10/14/2018,101-979-1721,10/13/1996,P,1996
5574,5,6286-0575-1940,3/9/2018,846-217-0630,11/20/1976,P,1976
5575,5,6287-0498-5457,1/13/2017,345-716-2749,12/11/1950,P,1950
5576,5,6289-0515-0353,10/4/2018,912-577-9456,10/15/1989,P,1989
5577,5,6289-0006-7649,6/22/2017,646-101-3078,8/7/1984,P,1984
5578,5,6287-0409-3390,10/17/2018,193-933-3795,7/20/1990,L,1990
5579,5,6280-0798-3608,1/25/2018,803-189-6307,3/12/1974,P,1974
5580,5,6283-0401-9422,6/10/2017,285-510-1099,4/19/1984,P,1984
5581,5,6284-0746-6214,7/28/2017,452-865-7824,7/6/1985,P,1985
5582,5,6281-0142-2896,6/28/2017,089-930-3165,3/4/1961,L,1961
5583,5,6282-0100-9266,1/29/2018,892-203-3645,6/24/1974,P,1974
5584,5,6282-0466-5788,6/5/2018,007-328-6156,4/10/1982,P,1982
5585,5,6283-0310-8678,8/6/2018,706-150-2025,1/10/1995,P,1995
5586,5,6285-0488-8273,4/23/2018,927-510-0229,8/12/1979,L,1979
5587,5,6287-0048-1496,4/16/2018,287-557-9662,3/6/1992,P,1992
5588,5,6285-0508-1420,2/24/2019,892-428-3185,7/30/1998,P,1998
5589,5,6280-0007-3517,4/15/2017,830-360-5082,8/13/1956,P,1956
5590,5,6289-0735-9348,4/20/2018,178-966-3156,6/10/1979,P,1979
5591,5,6283-0552-0164,4/26/2017,754-598-8314,4/28/1957,P,1957
5592,5,6283-0783-8279,9/20/2018,285-500-7434,3/6/1996,P,1996
5593,5,6288-0833-3047,5/3/2018,097-102-8958,8/8/1992,P,1992
5594,5,6280-0137-7663,10/9/2017,890-514-6345,7/13/1967,P,1967
5595,5,6288-0713-0711,2/4/2018,820-328-9245,5/12/1990,P,1990
5596,5,6283-0553-5552,8/30/2017,505-537-1955,5/11/1986,P,1986
5597,5,6282-0783-5215,10/30/2018,212-766-3839,5/7/1991,P,1991
5598,5,6286-0494-7622,11/22/2017,708-588-3760,6/24/1988,P,1988
5599,5,6284-0330-4251,1/18/2018,525-431-9474,10/8/1973,P,1973
5600,5,6285-0567-9672,2/8/2018,576-986-4387,1/17/1975,P,1975
5601,5,6286-0644-3844,1/15/2017,319-704-4103,2/4/1951,L,1951
5602,5,6284-0373-5751,3/4/2019,111-315-1515,5/11/2000,P,2000
5603,5,6284-0142-2235,8/3/2018,450-456-3306,12/17/1985,P,1985
5604,5,6282-0378-3902,6/24/2017,477-212-1276,12/15/1960,L,1960
5605,5,6287-0805-1119,7/16/2018,556-598-7750,6/25/1994,P,1994
5606,5,6286-0560-8208,9/25/2018,686-378-3676,3/21/1989,P,1989
5607,5,6288-0317-6876,11/7/2018,620-335-9408,5/23/1997,P,1997
5608,5,6284-0595-4023,7/18/2018,268-225-7100,12/21/1984,L,1984
5609,5,6281-0271-7655,11/15/2017,848-424-4354,10/19/1969,P,1969
5610,5,6285-0749-0251,3/19/2019,380-465-6138,12/30/1999,P,1999
5611,5,6283-0577-3906,5/12/2017,978-620-8637,4/26/1958,P,1958
5612,5,6284-0691-7078,7/18/2017,510-640-0163,6/5/1962,P,1962
